NAME	REP_Q2	REP_N2	REP_S2	REP_G2	REP_E2	REP_D2	REP_K2	REP_R2	REP_P2	REP_QN2	REP_RG2	REP_PR	REP_FG2	REP_SG2	REP_SR2	REP_KAP2	REP_PTS2	CLV_C14_Caspase3-7	DEG_APCC_KENBOX_2	DEG_Kelch_Keap1_1	DEG_SCF_TRCP1_1	DOC_ANK_TNKS_1	DOC_CYCLIN_RxL_1	DOC_MAPK_gen_1	DOC_MAPK_JIP1_4	DOC_MAPK_MEF2A_6	DOC_MAPK_NFAT4_5	DOC_PP1_RVXF_1	DOC_PP2A_B56_1	DOC_PP4_FxxP_1	DOC_WW_Pin1_4	LIG_14-3-3_CanoR_1	LIG_CaM_IQ_9	LIG_CtBP_PxDLS_1	LIG_EF_ALG2_ABM_1	LIG_EH_1	LIG_HCF-1_HBM_1	LIG_HOMEOBOX	LIG_KEPE_2	LIG_KLC1_WD_1	LIG_LIR_Gen_1	LIG_PAM2_1	LIG_PCNA_PIPBox_1	LIG_PDZ_Class_1	LIG_PDZ_Wminus1_1	LIG_PTAP_UEV_1	LIG_PTB_Apo_2	LIG_PTB_Phospho_1	LIG_Rb_LxCxE_1	LIG_SH2_CRK	LIG_SH2_GRB2like	LIG_SH2_NCK_1	LIG_SH2_SRC	LIG_SH2_STAP1	LIG_SH2_STAT5	LIG_SH3_2	LIG_SUMO_SIM_anti_2	LIG_SUMO_SIM_par_1	LIG_WRPW_1	MOD_CDK_SPK_2	MOD_CDK_SPxK_1	MOD_CDK_SPxxK_3	MOD_CK1_1	MOD_CK2_1	MOD_DYRK1A_RPxSP_1	MOD_GSK3_1	MOD_N-GLC_1	MOD_NMyristoyl	MOD_PIKK_1	MOD_PKA_1	MOD_PKA_2	MOD_PKB_1	MOD_Plk_1	MOD_ProDKin_1	MOD_SUMO_for_1	MOD_SUMO_rev_2	TRG_ER_diArg_1	TRG_ER_FFAT_1	TRG_LysEnd_APsAcLL_1	TRG_NES_CRM1_1	TRG_NLS_MonoExtN_4	A_homorep	C_homorep	D_homorep	E_homorep	G_homorep	H_homorep	I_homorep	K_homorep	L_homorep	M_homorep	N_homorep	P_homorep	Q_homorep	R_homorep	S_homorep	T_homorep	V_homorep	Y_homorep	FG_rich	PY	FRG	SGFYSG	PG_rich	ELASTIN_LIKE	FGxF	R_plus_Y	REP_RGG	AA_S	AA_P	AA_T	AA_A	AA_H	AA_Q	AA_N	AA_G	AA_R	AA_C	AA_D	AA_E	AA_F	AA_I	AA_K	AA_L	AA_M	AA_V	AA_W	AA_Y	acidic	basic	aliphatic	polar_fraction	chain_expanding	aromatic	disorder_promoting	net_charge	WF_complexity	KL_hydropathy	isoelectric_point	FCR	ED_ratio	RK_ratio	SCD	kappa*	omega*	aromatic_spacing*	omega_aromatic*	kappa*__missing	aromatic_spacing*__missing	omega_aromatic*__missing
Q9NQB0_13-50:1	-0.09829463743659815	-0.2575393768188573	-0.3835007957286789	0.0	-0.40138648595974363	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	-0.5746419782958488	-0.41145835354432814	-0.1861544126431999	-0.6397938086890353	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	-0.3601801351125996	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	-0.4678962254311079	-0.8636106698168337	-0.3342186823915966	0.9849775828840719	-0.36860489038724276	1.2785156897223944	0.32096834948263087	2.1968507155463133	-0.5080792024091098	-0.6568918094443477	-0.34657702350533043	0.8883158550683201	0.5032976449751694	-0.07959604041834478	0.6003286909498347	-0.6881333378661093	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	0.5712199827844874	0.23887323188190882	-1.0021237682357327	1.0685685307393156	0.04973929812985891	0.25180366967664	0.9213773223890231	-0.35116525061467424	1.2384352244326717	-0.9369259188816664	-0.04357699160334493	0.5966629679835287	0.656695429342021	-0.9034940527630747	0.3942013832244972	0.053289353867520414	0.8939932909548303	0.0	0.0	0	1	1
Q9NQB0_13-50:2	-0.09829463743659815	-0.2575393768188573	-0.3835007957286789	0.0	-0.40138648595974363	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	-0.5746419782958488	-0.41145835354432814	-0.1861544126431999	-0.6397938086890353	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	-0.3601801351125996	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	-0.4678962254311079	-0.8636106698168337	-0.3342186823915966	0.9849775828840719	-0.36860489038724276	1.2785156897223944	0.32096834948263087	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-0.34657702350533043	1.6817261700652382	0.5032976449751694	-0.07959604041834478	0.6003286909498347	-0.6881333378661093	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	1.3778752287436626	0.23887323188190882	-1.0021237682357327	0.16804101894690845	0.7922759630684655	0.25180366967664	0.9213773223890231	-1.0370861606938044	0.7255365331649057	-1.2509470780785168	-0.16510685908111924	1.2564648743780122	0.9659840130507252	-0.9034940527630747	1.4089807103149978	-0.00012678845544414588	0.6433151123490567	0.0	0.0	0	1	1
Q9NQB0_13-50:3	-0.09829463743659815	-0.2575393768188573	-0.3835007957286789	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	-0.5746419782958488	-0.41145835354432814	-0.1861544126431999	-0.6397938086890353	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	-0.3601801351125996	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	-0.4678962254311079	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	0.32096834948263087	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-0.34657702350533043	2.4751364850621567	0.5032976449751694	-0.07959604041834478	0.6003286909498347	-0.6881333378661093	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	2.1845304747028376	0.23887323188190882	-1.7049555385755586	0.16804101894690845	1.534812628007072	0.25180366967664	0.9213773223890231	-1.7230070707729346	-0.4653773479206948	-1.7878219631570025	-0.2651902793569334	1.9162667807724958	1.218691186295294	-0.9034940527630747	2.6128576571508124	-0.05794672330155192	0.414578344300961	0.0	0.0	0	1	1
Q9NQB0_13-50:4	-0.09829463743659815	-0.2575393768188573	-0.3835007957286789	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	-0.5746419782958488	-0.41145835354432814	-0.1861544126431999	-0.6397938086890353	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	-0.3601801351125996	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	-0.4678962254311079	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	-1.0480599166779783	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-0.34657702350533043	2.4751364850621567	0.5032976449751694	-0.07959604041834478	1.9210518110394708	-0.6881333378661093	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	2.1845304747028376	1.4565440968409074	-1.7049555385755586	-0.7324864928454986	2.2773492929456784	0.25180366967664	1.4040035388785117	-1.0370861606938044	-0.9782760391884663	-1.82834082240821	0.26382208495808424	2.5760686871669796	1.218691186295294	-1.599360651258393	0.11765307439112678	0.5548333606834003	0.21261228825340808	0.0	0.0	0	1	1
Q9NQB0_13-50:5	-0.09829463743659815	-0.2575393768188573	-0.3835007957286789	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	-0.5746419782958488	-0.41145835354432814	-0.1861544126431999	-0.6397938086890353	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	2.776388541492955	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	0.44603191583152363	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	-1.0480599166779783	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-1.188839789931075	2.4751364850621567	0.5032976449751694	-0.07959604041834478	1.9210518110394708	-0.6881333378661093	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	1.3778752287436626	1.4565440968409074	-1.7049555385755586	0.16804101894690845	1.534812628007072	0.25180366967664	1.4040035388785117	-0.35116525061467424	-0.9782760391884663	-1.5548385224625658	0.517605043514613	1.9162667807724958	1.7806869432485672	-1.599360651258393	-0.8008314294187597	0.436938372749162	0.414578344300961	0.0	0.0	0	1	1
Q9NQB0_13-50:6	-0.09829463743659815	-0.2575393768188573	1.4804914439758303	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	0.8551219915116799	1.4182181547698118	-0.1861544126431999	0.7387309955997109	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	2.776388541492955	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	1.3599600570941552	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	-1.0480599166779783	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-1.188839789931075	1.6817261700652382	0.5032976449751694	-0.07959604041834478	1.9210518110394708	-0.6881333378661093	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	0.5712199827844874	1.4565440968409074	-1.7049555385755586	1.0685685307393156	0.7922759630684655	0.25180366967664	1.4040035388785117	0.33475565946445596	-0.6002873504312418	-1.281336222516922	0.7177718840662413	1.2564648743780122	1.5279797700039985	-1.599360651258393	-0.8008314294187597	1.6229980805975026	-2.4774967968627903	0.0	0.0	0	1	1
Q9NQB0_13-50:7	-0.09829463743659815	-0.2575393768188573	1.4804914439758303	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	0.8551219915116799	1.4182181547698118	-0.1861544126431999	0.7387309955997109	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	2.776388541492955	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	1.3599600570941552	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	-1.0480599166779783	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-1.188839789931075	2.4751364850621567	0.5032976449751694	-0.07959604041834478	1.9210518110394708	-1.6041834500572993	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	1.3778752287436626	1.4565440968409074	-2.4077873089153847	1.0685685307393156	1.534812628007072	0.25180366967664	1.8866297553680003	-0.35116525061467424	-1.7912012315168406	-2.0208054038514405	0.517605043514613	1.9162667807724958	1.7806869432485672	-1.599360651258393	0.012029713896988132	0.436938372749162	0.414578344300961	0.0	0.0	0	1	1
Q9NQB0_13-50:8	-0.09829463743659815	-0.2575393768188573	1.4804914439758303	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	0.8551219915116799	1.4182181547698118	-0.1861544126431999	0.7387309955997109	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	-0.3342186823915964	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	2.776388541492955	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	1.3599600570941552	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	0.32096834948263087	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-1.188839789931075	2.4751364850621567	0.5032976449751694	-1.1886342035806148	1.9210518110394708	-1.6041834500572993	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	1.3778752287436626	1.4565440968409074	-3.1106190792552106	1.9690960425317225	1.534812628007072	0.25180366967664	1.8866297553680003	-0.35116525061467424	-1.7912012315168406	-2.8311825888755706	0.517605043514613	1.9162667807724958	1.7806869432485672	-1.599360651258393	0.012029713896988132	0.436938372749162	0.414578344300961	0.0	0.0	0	1	1
Q9NQB0_13-50:9	-0.09829463743659815	-0.2575393768188573	1.4804914439758303	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	0.8551219915116799	1.4182181547698118	-0.1861544126431999	0.7387309955997109	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	2.992052966172387	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	2.992052966172385	2.776388541492955	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	1.3599600570941552	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	0.32096834948263087	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-1.188839789931075	2.4751364850621567	0.5032976449751694	-1.1886342035806148	1.9210518110394708	-1.6041834500572993	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	1.3778752287436626	1.4565440968409074	-3.1106190792552106	1.9690960425317225	1.534812628007072	0.25180366967664	1.8866297553680003	-0.35116525061467424	-1.7912012315168406	-2.8311825888755706	0.517605043514613	1.9162667807724958	1.7806869432485672	-1.599360651258393	0.012029713896988132	0.436938372749162	0.414578344300961	0.0	0.0	0	1	1
Q9NQB0_13-50:10	-0.09829463743659815	-0.2575393768188573	3.3444836836803393	0.0	2.491364395612202	-0.2532879510571167	0.0	0.0	0.0	-0.2780639991600248	0.0	0.0	0.0	2.2848859613192087	3.247894663083952	-0.1861544126431999	2.1172557998884574	-0.34299717028501797	0.0	0.0	0.0	0.0	-0.17192047651837594	0.0	0.0	-0.27806399916002467	0.0	0.0	0.0	0.0	-0.30698670605799105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23570226039551537	0.0	0.0	-0.28792630029947747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1565560727712875	0.0	0.0	0.0	0.0	-0.21213203435596448	-0.3069867060579912	0.0	2.992052966172387	-0.40938706057120205	-0.09829463743659834	-0.26794565082283445	0.0	0.0	0.0	-0.24680702093691814	-0.28792630029947724	-0.3342186823915962	2.776388541492955	0.0	0.0	-0.1565560727712884	-0.0982946374365983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5725450192221339	0.0	2.273888198356787	-0.8636106698168337	-0.3342186823915966	-0.6886835132360176	-0.36860489038724276	1.2785156897223944	0.32096834948263087	0.5332934708029093	-0.5080792024091098	-0.6568918094443477	-1.188839789931075	2.4751364850621567	-0.9994053235935508	-1.1886342035806148	1.9210518110394708	-1.6041834500572993	-0.9852038349400778	-0.5712990398454875	-0.33421868239159636	-0.25753937681885686	1.3778752287436626	1.4565440968409074	-3.1106190792552106	2.8696235543241295	1.534812628007072	-1.210056523723853	2.3692559718574886	-0.35116525061467424	-2.8169986140523817	-3.1958523221364303	0.517605043514613	1.9162667807724958	1.7806869432485672	-1.599360651258393	1.0284493255363336	0.436938372749162	0.414578344300961	0.0	0.0	0	1	1
