A0AVK6:292_308	P15172_1	100.000	4	0	0	10	13	42	45	3.1	15.5	17	97
A0AVK6:292_308	Q9Y222_2	54.545	11	3	1	4	12	288	298	5.2	15.1	17	302
A0AVK6:292_308	P17020_1	66.667	9	1	2	6	13	19	26	9.3	14.2	17	149
A0AVK6:292_308	O14948_1	66.667	6	2	0	6	11	62	67	12	13.8	17	119
A0AVK6:292_308	P03372_1	80.000	5	1	0	12	16	44	48	18	13.4	17	184
A0AVK6:292_308	P10243_1	71.429	7	2	0	10	16	31	37	22	12.9	17	66
A0AVK6:292_308	Q16665_2	35.714	14	9	0	1	14	36	49	43	12.1	17	51
A0AVK6:292_308	Q92618_1	57.143	7	3	0	5	11	232	238	68	11.7	17	431
A0AVK6:292_308	P43268_1	50.000	10	5	0	3	12	6	15	134	10.8	17	42
A0AVK6:292_308	Q07869_1	100.000	4	0	0	4	7	27	30	140	10.8	17	30
A0AVK6:292_308	Q96BA8_1	50.000	12	6	0	6	17	48	59	312	 9.5	17	60
A0AVK6:292_308	P14921_1	66.667	6	2	0	2	7	2	7	316	 9.5	17	157
A0AVK6:292_308	Q96CW1_1	75.000	4	1	0	10	13	107	110	486	 9.1	17	112
A1YPR0:5_20	Q96CW1_1	66.667	6	2	0	11	16	2	7	14	13.4	16	112
A1YPR0:5_20	Q92618_1	66.667	6	2	0	9	14	43	48	30	12.5	16	431
A1YPR0:5_20	Q92618_1	50.000	8	1	1	9	16	248	252	158	10.4	16	431
A1YPR0:5_20	Q15596_1	62.500	8	3	0	1	8	87	94	53	11.7	16	122
A1YPR0:5_20	P06401_3	100.000	3	0	0	14	16	224	226	55	11.7	16	247
A1YPR0:5_20	Q12772_1	57.143	7	3	0	9	15	42	48	60	11.7	16	50
A1YPR0:5_20	Q15329_1	66.667	6	2	0	1	6	17	22	65	11.7	16	60
A1YPR0:5_20	Q5T1R4_1	62.500	8	3	0	8	15	130	137	98	11.2	16	864
A1YPR0:5_20	Q5T1R4_1	38.462	13	8	0	3	15	848	860	944	 8.3	16	864
A1YPR0:5_20	Q04206_1	40.000	10	6	0	2	11	20	29	144	10.4	16	48
A1YPR0:5_20	P57073_1	100.000	4	0	0	13	16	47	50	203	10.0	16	75
A1YPR0:5_20	Q16254_1	100.000	4	0	0	13	16	37	40	225	10.0	16	77
A1YPR0:5_20	Q16665_2	100.000	2	0	0	15	16	26	27	342	 9.5	16	51
A1YPR0:5_20	P03372_1	100.000	2	0	0	15	16	41	42	394	 9.1	16	184
A1YPR0:5_20	Q16621_1	38.462	13	8	0	3	15	159	171	406	 9.1	16	206
A1YPR0:5_20	Q02078_1	66.667	3	1	0	13	15	30	32	470	 9.1	16	100
A1YPR0:5_20	Q9BZE0_1	57.143	7	3	0	10	16	22	28	512	 9.1	16	67
A1YPR0:5_20	Q13133_1	66.667	3	1	0	13	15	29	31	538	 8.7	16	96
